変更区分,マスター種別,医薬品コード,医薬品名・規格名_漢字有効桁数,医薬品名・規格名_漢字名称,医薬品名・規格名_カナ有効桁数,医薬品名・規格名_カナ名称,単位_コード,単位_漢字有効桁数,単位_漢字名称,新又は現金額_金額種別,新又は現金額_新又は現金額,予備,麻薬・毒薬・覚醒剤原料・向精神薬,神経破壊剤,生物学的製剤,後発品,予備.1,歯科特定薬剤,造影（補助）剤,注射容量,収載方式等識別,商品名等関連,旧金額_金額種別,旧金額_旧金額,漢字名称変更区分,カナ名称変更区分,剤形,予備.2,変更年月日,廃止年月日,薬価基準収載医薬品コード,公表順序番号,経過措置年月日又は商品名医薬品コード使用期限,基本漢字名称,薬価基準収載7桁
0,Y,610406009,13,アセメール錠１０　１０ｍｇ,11,ｱｾﾒｰﾙｼﾞｮｳ10,16,1,錠,1,13.1,0,0,0,0,1,0,0,0,0,0,0,1,14.1,0,0,1,,20130621,99999999,2123014F2040,481000,20140331,アセメール錠１０,2123014
0,Y,610406157,12,セオノマール錠５　５ｍｇ,11,ｾｵﾉﾏｰﾙｼﾞｮｳ5,16,1,錠,1,7.8,0,0,0,0,1,0,0,0,0,0,0,1,8.6,0,0,1,,20120401,99999999,2123014F1035,6654000,0,セオノマール錠５,2123014
0,Y,610406158,14,セオノマール錠１０　１０ｍｇ,12,ｾｵﾉﾏｰﾙｼﾞｮｳ10,16,1,錠,1,11.1,0,0,0,0,1,0,0,0,0,0,0,1,12.9,0,0,1,,20120401,99999999,2123014F2120,6655000,0,セオノマール錠１０,2123014
0,Y,610407019,12,カルバン錠２５　２５ｍｇ,11,ｶﾙﾊﾞﾝｼﾞｮｳ25,16,1,錠,1,25.1,0,0,0,0,0,0,0,0,0,0,0,1,27.1,0,0,1,,20120401,99999999,2149036F1020,3507000,0,カルバン錠２５,2149036
0,Y,610407020,12,カルバン錠５０　５０ｍｇ,11,ｶﾙﾊﾞﾝｼﾞｮｳ50,16,1,錠,1,42.0,0,0,0,0,0,0,0,0,0,0,0,1,45.4,0,0,1,,20120401,99999999,2149036F2026,3508000,0,カルバン錠５０,2149036
0,Y,610407021,14,カルバン錠１００　１００ｍｇ,12,ｶﾙﾊﾞﾝｼﾞｮｳ100,16,1,錠,1,70.8,0,0,0,0,0,0,0,0,0,0,0,1,78.4,0,0,1,,20120401,99999999,2149036F3022,3509000,0,カルバン錠１００,2149036
0,Y,610462039,12,アーチスト錠１．２５ｍｇ,15,ｱｰﾁｽﾄｼﾞｮｳ1.25MG,16,1,錠,1,16.9,0,0,0,0,0,0,0,0,0,1,0,1,19.3,0,0,1,,20121001,99999999,2149032F3024,513000,0,アーチスト錠１．２５ｍｇ,2149032
0,Y,610462040,11,アーチスト錠２．５ｍｇ,14,ｱｰﾁｽﾄｼﾞｮｳ2.5MG,16,1,錠,1,28.0,0,0,0,0,0,0,0,0,0,1,0,1,32.0,0,0,1,,20121001,99999999,2149032F4020,514000,0,アーチスト錠２．５ｍｇ,2149032
0,Y,610463013,12,アニスト錠１０　１０ｍｇ,10,ｱﾆｽﾄｼﾞｮｳ10,16,1,錠,1,32.4,0,0,0,0,1,0,0,0,0,1,0,1,39.9,0,0,1,,20130621,99999999,2149032F1048,653000,20140331,アニスト錠１０,2149032
0,Y,610463014,12,アニスト錠２０　２０ｍｇ,10,ｱﾆｽﾄｼﾞｮｳ20,16,1,錠,1,61.7,0,0,0,0,1,0,0,0,0,1,0,1,71.4,0,0,1,,20130621,99999999,2149032F2044,654000,20140331,アニスト錠２０,2149032
